t,x,v
8.94,0.3685,-4.02112
8.95,0.326461,-4.39417
8.96,0.280458,-4.81479
8.97,0.229987,-5.28908
8.98,0.174477,-5.82336
8.99,0.113299,-6.42372
9,0.0457649,-7.09534
9.01,-0.0288557,-7.84123
9.02,-0.111305,-8.66051
9.03,-0.202287,-9.54577
9.04,-0.302384,-10.4797
9.05,-0.41194,-11.4308
9.06,-0.530896,-12.3499
9.07,-0.658602,-13.1675
9.08,-0.793619,-13.7966
9.09,-0.933584,-14.1414
9.1,-1.07521,-14.1166
9.11,-1.2145,-13.6701
9.12,-1.34721,-12.8052
9.13,-1.46942,-11.5878
9.14,-1.57817,-10.1339
9.15,-1.67177,-8.58134
9.16,-1.7499,-7.05832
9.17,-1.81336,-5.66052
9.18,-1.86372,-4.44344
9.19,-1.9029,-3.42665
9.2,-1.9329,-2.60401
9.21,-1.95556,-1.95464
9.22,-1.97248,-1.45154
9.23,-1.98498,-1.06719
9.24,-1.99413,-0.776617
9.25,-2.00075,-0.558631
9.26,-2.00549,-0.396022
9.27,-2.00881,-0.275222
9.28,-2.01109,-0.185747
9.29,-2.0126,-0.119613
9.3,-2.01354,-0.0708016
9.31,-2.01406,-0.0348113
9.32,-2.01427,-0.00829022
9.33,-2.01425,0.0112468
9.34,-2.01406,0.0256378
9.35,-2.01375,0.0362393
9.36,-2.01335,0.0440516
9.37,-2.01288,0.0498113
9.38,-2.01236,0.0540606
9.39,-2.0118,0.0571986
9.4,-2.01122,0.0595188
9.41,-2.01061,0.0612371
9.42,-2.00999,0.0625124
9.43,-2.00936,0.0634615
9.44,-2.00872,0.0641706
9.45,-2.00808,0.0647027
9.46,-2.00743,0.0651046
9.47,-2.00678,0.0654105
9.48,-2.00612,0.0656457
9.49,-2.00546,0.0658288
9.5,-2.00481,0.0659734
9.51,-2.00415,0.0660898
9.52,-2.00348,0.0661852
9.53,-2.00282,0.0662652
9.54,-2.00216,0.0663339
9.55,-2.00149,0.0663943
9.56,-2.00083,0.0664485
9.57,-2.00017,0.0664981
9.58,-1.9995,0.0665444
9.59,-1.99884,0.0665883
9.6,-1.99817,0.0666304
9.61,-1.9975,0.0666711
9.62,-1.99684,0.066711
9.63,-1.99617,0.0667501
9.64,-1.9955,0.0667887
9.65,-1.99483,0.066827
9.66,-1.99416,0.0668651
9.67,-1.9935,0.066903
9.68,-1.99283,0.0669408
9.69,-1.99216,0.0669786
9.7,-1.99149,0.0670163
9.71,-1.99082,0.067054
9.72,-1.99015,0.0670917
9.73,-1.98947,0.0671295
9.74,-1.9888,0.0671673
9.75,-1.98813,0.0672052
9.76,-1.98746,0.0672431
9.77,-1.98679,0.067281
9.78,-1.98611,0.0673191
9.79,-1.98544,0.0673572
9.8,-1.98477,0.0673953
9.81,-1.98409,0.0674335
9.82,-1.98342,0.0674718
9.83,-1.98274,0.0675102
9.84,-1.98207,0.0675486
9.85,-1.98139,0.0675871
9.86,-1.98072,0.0676257
9.87,-1.98004,0.0676643
9.88,-1.97936,0.067703
9.89,-1.97868,0.0677418
9.9,-1.97801,0.0677806
9.91,-1.97733,0.0678195
9.92,-1.97665,0.0678585
9.93,-1.97597,0.0678976
9.94,-1.97529,0.0679367
9.95,-1.97461,0.0679759
9.96,-1.97393,0.0680152
9.97,-1.97325,0.0680546
9.98,-1.97257,0.068094
9.99,-1.97189,0.0681335
10,-1.97121,0.0681731
10.01,-1.97053,0.0682127
10.02,-1.96985,0.0682525
10.03,-1.96916,0.0682923
10.04,-1.96848,0.0683321
10.05,-1.9678,0.0683721
10.06,-1.96711,0.0684121
10.07,-1.96643,0.0684522
10.08,-1.96574,0.0684924
10.09,-1.96506,0.0685326
10.1,-1.96437,0.068573
10.11,-1.96369,0.0686134
10.12,-1.963,0.0686539
10.13,-1.96231,0.0686944
10.14,-1.96163,0.0687351
10.15,-1.96094,0.0687758
10.16,-1.96025,0.0688166
10.17,-1.95956,0.0688574
10.18,-1.95887,0.0688984
10.19,-1.95818,0.0689394
10.2,-1.95749,0.0689805
10.21,-1.9568,0.0690217
10.22,-1.95611,0.069063
10.23,-1.95542,0.0691043
10.24,-1.95473,0.0691457
10.25,-1.95404,0.0691872
10.26,-1.95335,0.0692288
10.27,-1.95266,0.0692705
10.28,-1.95196,0.0693122
10.29,-1.95127,0.0693541
10.3,-1.95058,0.069396
10.31,-1.94988,0.069438
10.32,-1.94919,0.06948
10.33,-1.94849,0.0695222
10.34,-1.9478,0.0695644
10.35,-1.9471,0.0696067
10.36,-1.9464,0.0696492
10.37,-1.94571,0.0696916
10.38,-1.94501,0.0697342
10.39,-1.94431,0.0697769
10.4,-1.94362,0.0698196
10.41,-1.94292,0.0698624
10.42,-1.94222,0.0699053
10.43,-1.94152,0.0699483
10.44,-1.94082,0.0699914
10.45,-1.94012,0.0700346
10.46,-1.93942,0.0700778
10.47,-1.93872,0.0701212
10.48,-1.93802,0.0701646
10.49,-1.93731,0.0702081
10.5,-1.93661,0.0702517
10.51,-1.93591,0.0702954
10.52,-1.93521,0.0703391
10.53,-1.9345,0.070383
10.54,-1.9338,0.0704269
10.55,-1.93309,0.070471
10.56,-1.93239,0.0705151
10.57,-1.93168,0.0705593
10.58,-1.93098,0.0706036
10.59,-1.93027,0.070648
10.6,-1.92956,0.0706925
10.61,-1.92886,0.0707371
10.62,-1.92815,0.0707817
10.63,-1.92744,0.0708265
10.64,-1.92673,0.0708713
10.65,-1.92602,0.0709163
10.66,-1.92531,0.0709613
10.67,-1.92461,0.0710064
10.68,-1.92389,0.0710516
10.69,-1.92318,0.071097
10.7,-1.92247,0.0711424
10.71,-1.92176,0.0711878
10.72,-1.92105,0.0712334
10.73,-1.92034,0.0712791
10.74,-1.91962,0.0713249
10.75,-1.91891,0.0713708
10.76,-1.9182,0.0714167
10.77,-1.91748,0.0714628
10.78,-1.91677,0.071509
10.79,-1.91605,0.0715552
10.8,-1.91534,0.0716016
10.81,-1.91462,0.071648
10.82,-1.9139,0.0716946
10.83,-1.91319,0.0717412
10.84,-1.91247,0.0717879
10.85,-1.91175,0.0718348
10.86,-1.91103,0.0718817
10.87,-1.91031,0.0719288
10.88,-1.90959,0.0719759
10.89,-1.90887,0.0720231
10.9,-1.90815,0.0720705
10.91,-1.90743,0.0721179
10.92,-1.90671,0.0721654
10.93,-1.90599,0.0722131
10.94,-1.90527,0.0722608
10.95,-1.90454,0.0723087
10.96,-1.90382,0.0723566
10.97,-1.9031,0.0724047
10.98,-1.90237,0.0724528
10.99,-1.90165,0.0725011
11,-1.90092,0.0725494
11.01,-1.9002,0.0725979
11.02,-1.89947,0.0726464
11.03,-1.89874,0.0726951
11.04,-1.89802,0.0727439
11.05,-1.89729,0.0727928
11.06,-1.89656,0.0728418
11.07,-1.89583,0.0728909
11.08,-1.8951,0.0729401
11.09,-1.89437,0.0729894
11.1,-1.89364,0.0730388
11.11,-1.89291,0.0730883
11.12,-1.89218,0.0731379
11.13,-1.89145,0.0731877
11.14,-1.89072,0.0732375
11.15,-1.88998,0.0732875
11.16,-1.88925,0.0733375
11.17,-1.88852,0.0733877
11.18,-1.88778,0.073438
11.19,-1.88705,0.0734884
11.2,-1.88631,0.0735389
11.21,-1.88558,0.0735896
11.22,-1.88484,0.0736403
11.23,-1.8841,0.0736911
11.24,-1.88337,0.0737421
11.25,-1.88263,0.0737932
11.26,-1.88189,0.0738444
11.27,-1.88115,0.0738957
11.28,-1.88041,0.0739471
11.29,-1.87967,0.0739986
11.3,-1.87893,0.0740503
11.31,-1.87819,0.0741021
11.32,-1.87745,0.0741539
11.33,-1.87671,0.0742059
11.34,-1.87597,0.0742581
11.35,-1.87522,0.0743103
11.36,-1.87448,0.0743627
11.37,-1.87374,0.0744151
11.38,-1.87299,0.0744677
11.39,-1.87225,0.0745204
11.4,-1.8715,0.0745733
11.41,-1.87076,0.0746262
11.42,-1.87001,0.0746793
11.43,-1.86926,0.0747325
11.44,-1.86852,0.0747858
11.45,-1.86777,0.0748393
11.46,-1.86702,0.0748928
11.47,-1.86627,0.0749465
11.48,-1.86552,0.0750004
11.49,-1.86477,0.0750543
11.5,-1.86402,0.0751084
11.51,-1.86327,0.0751626
11.52,-1.86252,0.0752169
11.53,-1.86176,0.0752713
11.54,-1.86101,0.0753259
11.55,-1.86026,0.0753806
11.56,-1.8595,0.0754354
11.57,-1.85875,0.0754904
11.58,-1.85799,0.0755455
11.59,-1.85724,0.0756007
11.6,-1.85648,0.075656
11.61,-1.85572,0.0757115
11.62,-1.85497,0.0757671
11.63,-1.85421,0.0758228
11.64,-1.85345,0.0758787
11.65,-1.85269,0.0759347
11.66,-1.85193,0.0759908
11.67,-1.85117,0.0760471
11.68,-1.85041,0.0761035
11.69,-1.84965,0.0761601
11.7,-1.84889,0.0762167
11.71,-1.84812,0.0762735
11.72,-1.84736,0.0763305
11.73,-1.8466,0.0763876
11.74,-1.84583,0.0764448
11.75,-1.84507,0.0765022
11.76,-1.8443,0.0765597
11.77,-1.84354,0.0766173
11.78,-1.84277,0.0766751
11.79,-1.842,0.076733
11.8,-1.84124,0.0767911
11.81,-1.84047,0.0768493
11.82,-1.8397,0.0769076
11.83,-1.83893,0.0769661
11.84,-1.83816,0.0770247
11.85,-1.83739,0.0770835
11.86,-1.83662,0.0771424
11.87,-1.83585,0.0772015
11.88,-1.83507,0.0772607
11.89,-1.8343,0.07732
11.9,-1.83353,0.0773795
11.91,-1.83275,0.0774392
11.92,-1.83198,0.077499
11.93,-1.8312,0.0775589
11.94,-1.83043,0.077619
11.95,-1.82965,0.0776793
11.96,-1.82887,0.0777397
11.97,-1.8281,0.0778002
11.98,-1.82732,0.0778609
11.99,-1.82654,0.0779218
12,-1.82576,0.0779828
12.01,-1.82498,0.078044
12.02,-1.8242,0.0781053
12.03,-1.82342,0.0781668
12.04,-1.82264,0.0782284
12.05,-1.82185,0.0782902
12.06,-1.82107,0.0783521
12.07,-1.82029,0.0784142
12.08,-1.8195,0.0784765
12.09,-1.81872,0.0785389
12.1,-1.81793,0.0786015
12.11,-1.81715,0.0786642
12.12,-1.81636,0.0787271
12.13,-1.81557,0.0787902
12.14,-1.81478,0.0788534
12.15,-1.81399,0.0789168
12.16,-1.8132,0.0789804
12.17,-1.81241,0.0790441
12.18,-1.81162,0.079108
12.19,-1.81083,0.079172
12.2,-1.81004,0.0792362
12.21,-1.80925,0.0793006
12.22,-1.80845,0.0793652
12.23,-1.80766,0.0794299
12.24,-1.80686,0.0794948
12.25,-1.80607,0.0795599
12.26,-1.80527,0.0796251
12.27,-1.80448,0.0796905
12.28,-1.80368,0.0797561
12.29,-1.80288,0.0798218
12.3,-1.80208,0.0798878
12.31,-1.80128,0.0799539
12.32,-1.80048,0.0800202
12.33,-1.79968,0.0800866
12.34,-1.79888,0.0801533
12.35,-1.79808,0.0802201
12.36,-1.79728,0.0802871
12.37,-1.79648,0.0803542
12.38,-1.79567,0.0804216
12.39,-1.79487,0.0804891
12.4,-1.79406,0.0805569
12.41,-1.79326,0.0806248
12.42,-1.79245,0.0806929
12.43,-1.79164,0.0807611
12.44,-1.79083,0.0808296
12.45,-1.79003,0.0808982
12.46,-1.78922,0.0809671
12.47,-1.78841,0.0810361
12.48,-1.7876,0.0811053
12.49,-1.78678,0.0811747
12.5,-1.78597,0.0812443
12.51,-1.78516,0.0813141
12.52,-1.78435,0.0813841
12.53,-1.78353,0.0814543
12.54,-1.78272,0.0815246
12.55,-1.7819,0.0815952
12.56,-1.78108,0.081666
12.57,-1.78027,0.0817369
12.58,-1.77945,0.0818081
12.59,-1.77863,0.0818794
12.6,-1.77781,0.081951
12.61,-1.77699,0.0820228
12.62,-1.77617,0.0820947
12.63,-1.77535,0.0821669
12.64,-1.77453,0.0822393
12.65,-1.77371,0.0823118
12.66,-1.77288,0.0823846
12.67,-1.77206,0.0824576
12.68,-1.77123,0.0825308
12.69,-1.77041,0.0826042
12.7,-1.76958,0.0826778
12.71,-1.76875,0.0827517
12.72,-1.76793,0.0828257
12.73,-1.7671,0.0829
12.74,-1.76627,0.0829744
12.75,-1.76544,0.0830491
12.76,-1.76461,0.083124
12.77,-1.76378,0.0831991
12.78,-1.76294,0.0832745
12.79,-1.76211,0.08335
12.8,-1.76128,0.0834258
12.81,-1.76044,0.0835018
12.82,-1.75961,0.083578
12.83,-1.75877,0.0836545
12.84,-1.75793,0.0837311
12.85,-1.75709,0.083808
12.86,-1.75626,0.0838851
12.87,-1.75542,0.0839625
12.88,-1.75458,0.0840401
12.89,-1.75374,0.0841179
12.9,-1.75289,0.0841959
12.91,-1.75205,0.0842742
12.92,-1.75121,0.0843527
12.93,-1.75037,0.0844315
12.94,-1.74952,0.0845105
12.95,-1.74868,0.0845897
12.96,-1.74783,0.0846691
12.97,-1.74698,0.0847488
12.98,-1.74613,0.0848288
12.99,-1.74529,0.084909
13,-1.74444,0.0849894
13.01,-1.74359,0.0850701
13.02,-1.74273,0.085151
13.03,-1.74188,0.0852321
13.04,-1.74103,0.0853136
13.05,-1.74018,0.0853952
13.06,-1.73932,0.0854771
13.07,-1.73847,0.0855593
13.08,-1.73761,0.0856417
13.09,-1.73675,0.0857244
13.1,-1.7359,0.0858073
13.11,-1.73504,0.0858905
13.12,-1.73418,0.085974
13.13,-1.73332,0.0860577
13.14,-1.73246,0.0861417
13.15,-1.7316,0.0862259
13.16,-1.73073,0.0863104
13.17,-1.72987,0.0863952
13.18,-1.729,0.0864802
13.19,-1.72814,0.0865655
13.2,-1.72727,0.0866511
13.21,-1.72641,0.086737
13.22,-1.72554,0.0868231
13.23,-1.72467,0.0869095
13.24,-1.7238,0.0869962
13.25,-1.72293,0.0870831
13.26,-1.72206,0.0871704
13.27,-1.72119,0.0872579
13.28,-1.72031,0.0873457
13.29,-1.71944,0.0874337
13.3,-1.71856,0.0875221
13.31,-1.71769,0.0876108
13.32,-1.71681,0.0876997
13.33,-1.71594,0.0877889
13.34,-1.71506,0.0878784
13.35,-1.71418,0.0879683
13.36,-1.7133,0.0880584
13.37,-1.71242,0.0881488
13.38,-1.71153,0.0882395
13.39,-1.71065,0.0883305
13.4,-1.70977,0.0884218
13.41,-1.70888,0.0885134
13.42,-1.708,0.0886053
13.43,-1.70711,0.0886975
13.44,-1.70622,0.0887901
13.45,-1.70534,0.0888829
13.46,-1.70445,0.0889761
13.47,-1.70356,0.0890695
13.48,-1.70266,0.0891633
13.49,-1.70177,0.0892574
13.5,-1.70088,0.0893518
13.51,-1.69999,0.0894465
13.52,-1.69909,0.0895416
13.53,-1.69819,0.089637
13.54,-1.6973,0.0897327
13.55,-1.6964,0.0898287
13.56,-1.6955,0.0899251
13.57,-1.6946,0.0900218
13.58,-1.6937,0.0901188
13.59,-1.6928,0.0902162
13.6,-1.6919,0.0903139
13.61,-1.69099,0.0904119
13.62,-1.69009,0.0905103
13.63,-1.68918,0.0906091
13.64,-1.68828,0.0907081
13.65,-1.68737,0.0908076
13.66,-1.68646,0.0909073
13.67,-1.68555,0.0910075
13.68,-1.68464,0.0911079
13.69,-1.68373,0.0912088
13.7,-1.68282,0.09131
13.71,-1.6819,0.0914115
13.72,-1.68099,0.0915134
13.73,-1.68007,0.0916157
13.74,-1.67916,0.0917184
13.75,-1.67824,0.0918214
13.76,-1.67732,0.0919247
13.77,-1.6764,0.0920285
13.78,-1.67548,0.0921326
13.79,-1.67456,0.0922372
13.8,-1.67363,0.092342
13.81,-1.67271,0.0924473
13.82,-1.67178,0.092553
13.83,-1.67086,0.092659
13.84,-1.66993,0.0927655
13.85,-1.669,0.0928723
13.86,-1.66807,0.0929795
13.87,-1.66714,0.0930871
13.88,-1.66621,0.0931951
13.89,-1.66528,0.0933036
13.9,-1.66435,0.0934124
13.91,-1.66341,0.0935216
13.92,-1.66248,0.0936312
13.93,-1.66154,0.0937413
13.94,-1.6606,0.0938518
13.95,-1.65966,0.0939626
13.96,-1.65872,0.0940739
13.97,-1.65778,0.0941857
13.98,-1.65684,0.0942978
13.99,-1.65589,0.0944104
14,-1.65495,0.0945234
14.01,-1.654,0.0946368
14.02,-1.65306,0.0947507
14.03,-1.65211,0.094865
14.04,-1.65116,0.0949798
14.05,-1.65021,0.095095
14.06,-1.64926,0.0952106
14.07,-1.6483,0.0953267
14.08,-1.64735,0.0954432
14.09,-1.6464,0.0955603
14.1,-1.64544,0.0956777
14.11,-1.64448,0.0957956
14.12,-1.64352,0.095914
14.13,-1.64256,0.0960329
14.14,-1.6416,0.0961522
14.15,-1.64064,0.096272
14.16,-1.63968,0.0963923
14.17,-1.63871,0.0965131
14.18,-1.63775,0.0966343
14.19,-1.63678,0.096756
14.2,-1.63581,0.0968783
14.21,-1.63484,0.097001
14.22,-1.63387,0.0971242
14.23,-1.6329,0.0972479
14.24,-1.63193,0.0973721
14.25,-1.63095,0.0974968
14.26,-1.62998,0.0976221
14.27,-1.629,0.0977478
14.28,-1.62802,0.0978741
14.29,-1.62704,0.0980009
14.3,-1.62606,0.0981282
14.31,-1.62508,0.098256
14.32,-1.6241,0.0983844
14.33,-1.62311,0.0985133
14.34,-1.62213,0.0986427
14.35,-1.62114,0.0987727
14.36,-1.62015,0.0989033
14.37,-1.61916,0.0990343
14.38,-1.61817,0.099166
14.39,-1.61718,0.0992982
14.4,-1.61619,0.0994309
14.41,-1.61519,0.0995643
14.42,-1.61419,0.0996982
14.43,-1.6132,0.0998326
14.44,-1.6122,0.0999677
14.45,-1.6112,0.100103
14.46,-1.6102,0.10024
14.47,-1.60919,0.100376
14.48,-1.60819,0.100514
14.49,-1.60718,0.100652
14.5,-1.60617,0.10079
14.51,-1.60517,0.10093
14.52,-1.60416,0.101069
14.53,-1.60314,0.10121
14.54,-1.60213,0.101351
14.55,-1.60112,0.101493
14.56,-1.6001,0.101635
14.57,-1.59908,0.101778
14.58,-1.59807,0.101922
14.59,-1.59705,0.102066
14.6,-1.59602,0.102211
14.61,-1.595,0.102356
14.62,-1.59398,0.102502
14.63,-1.59295,0.102649
14.64,-1.59192,0.102797
14.65,-1.5909,0.102945
14.66,-1.58987,0.103094
14.67,-1.58883,0.103244
14.68,-1.5878,0.103394
14.69,-1.58677,0.103545
14.7,-1.58573,0.103697
14.71,-1.58469,0.103849
14.72,-1.58365,0.104002
14.73,-1.58261,0.104156
14.74,-1.58157,0.10431
14.75,-1.58053,0.104466
14.76,-1.57948,0.104622
14.77,-1.57843,0.104778
14.78,-1.57739,0.104936
14.79,-1.57634,0.105094
14.8,-1.57528,0.105253
14.81,-1.57423,0.105413
14.82,-1.57318,0.105574
14.83,-1.57212,0.105735
14.84,-1.57106,0.105897
14.85,-1.57,0.10606
14.86,-1.56894,0.106224
14.87,-1.56788,0.106388
14.88,-1.56681,0.106553
14.89,-1.56575,0.106719
14.9,-1.56468,0.106886
14.91,-1.56361,0.107054
14.92,-1.56254,0.107223
14.93,-1.56146,0.107392
14.94,-1.56039,0.107562
14.95,-1.55931,0.107734
14.96,-1.55823,0.107906
14.97,-1.55715,0.108078
14.98,-1.55607,0.108252
14.99,-1.55499,0.108427
15,-1.5539,0.108602
15.01,-1.55282,0.108779
15.02,-1.55173,0.108956
15.03,-1.55064,0.109134
15.04,-1.54955,0.109314
15.05,-1.54845,0.109494
15.06,-1.54736,0.109675
15.07,-1.54626,0.109857
15.08,-1.54516,0.11004
15.09,-1.54406,0.110224
15.1,-1.54295,0.110408
15.11,-1.54185,0.110594
15.12,-1.54074,0.110781
15.13,-1.53963,0.110969
15.14,-1.53852,0.111158
15.15,-1.53741,0.111348
15.16,-1.5363,0.111539
15.17,-1.53518,0.111731
15.18,-1.53406,0.111924
15.19,-1.53294,0.112118
15.2,-1.53182,0.112313
15.21,-1.53069,0.112509
15.22,-1.52957,0.112706
15.23,-1.52844,0.112905
15.24,-1.52731,0.113104
15.25,-1.52618,0.113305
15.26,-1.52504,0.113506
15.27,-1.52391,0.113709
15.28,-1.52277,0.113913
15.29,-1.52163,0.114118
15.3,-1.52049,0.114324
15.31,-1.51934,0.114532
15.32,-1.5182,0.11474
15.33,-1.51705,0.11495
15.34,-1.5159,0.115161
15.35,-1.51475,0.115374
15.36,-1.51359,0.115587
15.37,-1.51243,0.115802
15.38,-1.51127,0.116018
15.39,-1.51011,0.116235
15.4,-1.50895,0.116454
15.41,-1.50778,0.116674
15.42,-1.50662,0.116895
15.43,-1.50545,0.117117
15.44,-1.50427,0.117341
15.45,-1.5031,0.117566
15.46,-1.50192,0.117793
15.47,-1.50074,0.11802
15.48,-1.49956,0.11825
15.49,-1.49838,0.11848
15.5,-1.49719,0.118712
15.51,-1.496,0.118946
15.52,-1.49481,0.119181
15.53,-1.49362,0.119417
15.54,-1.49243,0.119655
15.55,-1.49123,0.119894
15.56,-1.49003,0.120135
15.57,-1.48882,0.120378
15.58,-1.48762,0.120621
15.59,-1.48641,0.120867
15.6,-1.4852,0.121114
15.61,-1.48399,0.121363
15.62,-1.48278,0.121613
15.63,-1.48156,0.121864
15.64,-1.48034,0.122118
15.65,-1.47912,0.122373
15.66,-1.47789,0.12263
15.67,-1.47666,0.122888
15.68,-1.47543,0.123148
15.69,-1.4742,0.12341
15.7,-1.47296,0.123674
15.71,-1.47173,0.123939
15.72,-1.47049,0.124206
15.73,-1.46924,0.124475
15.74,-1.468,0.124746
15.75,-1.46675,0.125018
15.76,-1.4655,0.125293
15.77,-1.46424,0.125569
15.78,-1.46298,0.125847
15.79,-1.46172,0.126128
15.8,-1.46046,0.12641
15.81,-1.4592,0.126694
15.82,-1.45793,0.12698
15.83,-1.45666,0.127268
15.84,-1.45538,0.127558
15.85,-1.45411,0.12785
15.86,-1.45283,0.128144
15.87,-1.45154,0.12844
15.88,-1.45026,0.128739
15.89,-1.44897,0.12904
15.9,-1.44768,0.129342
15.91,-1.44638,0.129647
15.92,-1.44508,0.129955
15.93,-1.44378,0.130264
15.94,-1.44248,0.130576
15.95,-1.44117,0.13089
15.96,-1.43986,0.131206
15.97,-1.43855,0.131525
15.98,-1.43723,0.131846
15.99,-1.43591,0.13217
16,-1.43459,0.132496
16.01,-1.43326,0.132824
16.02,-1.43193,0.133156
16.03,-1.4306,0.133489
16.04,-1.42926,0.133825
16.05,-1.42792,0.134164
16.06,-1.42658,0.134506
16.07,-1.42523,0.13485
16.08,-1.42388,0.135197
16.09,-1.42253,0.135546
16.1,-1.42117,0.135899
16.11,-1.41981,0.136254
16.12,-1.41844,0.136612
16.13,-1.41708,0.136973
16.14,-1.4157,0.137337
16.15,-1.41433,0.137704
16.16,-1.41295,0.138074
16.17,-1.41157,0.138447
16.18,-1.41018,0.138823
16.19,-1.40879,0.139202
16.2,-1.4074,0.139585
16.21,-1.406,0.13997
16.22,-1.4046,0.140359
16.23,-1.40319,0.140751
16.24,-1.40178,0.141147
16.25,-1.40037,0.141546
16.26,-1.39895,0.141948
16.27,-1.39753,0.142354
16.28,-1.3961,0.142764
16.29,-1.39467,0.143177
16.3,-1.39324,0.143593
16.31,-1.3918,0.144014
16.32,-1.39036,0.144438
16.33,-1.38891,0.144866
16.34,-1.38746,0.145298
16.35,-1.38601,0.145734
16.36,-1.38455,0.146173
16.37,-1.38308,0.146617
16.38,-1.38162,0.147065
16.39,-1.38014,0.147517
16.4,-1.37867,0.147973
16.41,-1.37718,0.148434
16.42,-1.3757,0.148899
16.43,-1.37421,0.149368
16.44,-1.37271,0.149842
16.45,-1.37121,0.15032
16.46,-1.3697,0.150803
16.47,-1.36819,0.151291
16.48,-1.36668,0.151784
16.49,-1.36516,0.152281
16.5,-1.36363,0.152783
16.51,-1.3621,0.15329
16.52,-1.36057,0.153803
16.53,-1.35903,0.15432
16.54,-1.35748,0.154843
16.55,-1.35593,0.155371
16.56,-1.35437,0.155905
16.57,-1.35281,0.156444
16.58,-1.35124,0.156988
16.59,-1.34967,0.157538
16.6,-1.34809,0.158095
16.61,-1.34651,0.158657
16.62,-1.34492,0.159225
16.63,-1.34332,0.159799
16.64,-1.34172,0.160379
16.65,-1.34012,0.160965
16.66,-1.3385,0.161558
16.67,-1.33689,0.162158
16.68,-1.33526,0.162764
16.69,-1.33363,0.163377
16.7,-1.33199,0.163997
16.71,-1.33035,0.164623
16.72,-1.3287,0.165257
16.73,-1.32704,0.165898
16.74,-1.32538,0.166547
16.75,-1.32371,0.167203
16.76,-1.32204,0.167867
16.77,-1.32036,0.168538
16.78,-1.31867,0.169217
16.79,-1.31697,0.169905
16.8,-1.31527,0.170601
16.81,-1.31356,0.171305
16.82,-1.31184,0.172018
16.83,-1.31012,0.172739
16.84,-1.30839,0.17347
16.85,-1.30665,0.174209
16.86,-1.3049,0.174958
16.87,-1.30315,0.175716
16.88,-1.30139,0.176484
16.89,-1.29962,0.177261
16.9,-1.29784,0.178049
16.91,-1.29606,0.178847
16.92,-1.29427,0.179655
16.93,-1.29247,0.180474
16.94,-1.29066,0.181304
16.95,-1.28884,0.182145
16.96,-1.28702,0.182997
16.97,-1.28518,0.183861
16.98,-1.28334,0.184737
16.99,-1.28149,0.185625
17,-1.27963,0.186525
17.01,-1.27776,0.187438
17.02,-1.27588,0.188363
17.03,-1.27399,0.189302
17.04,-1.27209,0.190254
17.05,-1.27018,0.19122
17.06,-1.26827,0.192201
17.07,-1.26634,0.193195
17.08,-1.2644,0.194204
17.09,-1.26246,0.195229
17.1,-1.2605,0.196268
17.11,-1.25853,0.197324
17.12,-1.25655,0.198396
17.13,-1.25456,0.199484
17.14,-1.25256,0.200589
17.15,-1.25055,0.201712
17.16,-1.24853,0.202852
17.17,-1.24649,0.204011
17.18,-1.24445,0.205188
17.19,-1.24239,0.206385
17.2,-1.24032,0.207601
17.21,-1.23824,0.208837
17.22,-1.23614,0.210094
17.23,-1.23403,0.211372
17.24,-1.23191,0.212672
17.25,-1.22978,0.213994
17.26,-1.22763,0.21534
17.27,-1.22547,0.216708
17.28,-1.2233,0.218101
17.29,-1.22111,0.219519
17.3,-1.21891,0.220962
17.31,-1.21669,0.222431
17.32,-1.21446,0.223927
17.33,-1.21221,0.225451
17.34,-1.20995,0.227004
17.35,-1.20767,0.228585
17.36,-1.20538,0.230197
17.37,-1.20307,0.23184
17.38,-1.20074,0.233515
17.39,-1.1984,0.235222
17.4,-1.19604,0.236964
17.41,-1.19366,0.238741
17.42,-1.19126,0.240553
17.43,-1.18885,0.242403
17.44,-1.18642,0.24429
17.45,-1.18396,0.246218
17.46,-1.18149,0.248186
17.47,-1.179,0.250195
17.48,-1.17649,0.252249
17.49,-1.17395,0.254347
17.5,-1.1714,0.256491
17.51,-1.16882,0.258683
17.52,-1.16623,0.260925
17.53,-1.16361,0.263217
17.54,-1.16096,0.265563
17.55,-1.15829,0.267963
17.56,-1.1556,0.27042
17.57,-1.15289,0.272935
17.58,-1.15014,0.275511
17.59,-1.14738,0.27815
17.6,-1.14458,0.280854
17.61,-1.14176,0.283626
17.62,-1.13891,0.286468
17.63,-1.13603,0.289382
17.64,-1.13312,0.292373
17.65,-1.13018,0.295441
17.66,-1.12721,0.298592
17.67,-1.12421,0.301827
17.68,-1.12117,0.30515
17.69,-1.11811,0.308565
17.7,-1.115,0.312075
17.71,-1.11186,0.315685
17.72,-1.10869,0.319398
17.73,-1.10548,0.32322
17.74,-1.10222,0.327154
17.75,-1.09893,0.331205
17.76,-1.0956,0.335379
17.77,-1.09222,0.339681
17.78,-1.0888,0.344117
17.79,-1.08534,0.348693
17.8,-1.08183,0.353415
17.81,-1.07827,0.35829
17.82,-1.07466,0.363326
17.83,-1.071,0.36853
17.84,-1.06729,0.373911
17.85,-1.06353,0.379476
17.86,-1.0597,0.385235
17.87,-1.05582,0.391199
17.88,-1.05188,0.397377
17.89,-1.04787,0.40378
17.9,-1.0438,0.410421
17.91,-1.03966,0.417312
17.92,-1.03545,0.424467
17.93,-1.03117,0.4319
17.94,-1.02682,0.439627
