t,x_euler,v_euler,E_euler,x_rk4,v_rk4,E_rk4,x_verlet,v_verlet,E_verlet,x_true,v_true,E_true
41.3,-7.40259,2.47328,30.4577,-0.896378,0.443285,0.499997,-0.888595,0.458119,0.499737,-0.896365,0.443317,0.5
41.4,-7.15526,3.21354,30.7623,-0.847645,0.530559,0.499997,-0.83834,0.544466,0.499629,-0.847629,0.530589,0.5
41.5,-6.83391,3.92906,31.0699,-0.790443,0.612531,0.499997,-0.779702,0.625368,0.49951,-0.790424,0.61256,0.5
41.6,-6.441,4.61245,31.3806,-0.725343,0.688384,0.499997,-0.713267,0.700016,0.499386,-0.725321,0.688411,0.5
41.7,-5.97976,5.25655,31.6944,-0.652996,0.757358,0.499997,-0.639699,0.767664,0.499262,-0.652971,0.757383,0.5
41.8,-5.4541,5.85453,32.0114,-0.574124,0.818765,0.499997,-0.559734,0.827636,0.499142,-0.574097,0.818787,0.5
41.9,-4.86865,6.39994,32.3315,-0.489515,0.871991,0.499997,-0.474172,0.879331,0.499031,-0.489487,0.872011,0.5
42,-4.22866,6.8868,32.6548,-0.400016,0.916505,0.499997,-0.383868,0.922233,0.498934,-0.399985,0.916522,0.5
42.1,-3.53998,7.30967,32.9813,-0.30652,0.951861,0.499997,-0.289725,0.955913,0.498855,-0.306488,0.951875,0.5
42.2,-2.80901,7.66367,33.3112,-0.209961,0.977707,0.499997,-0.192685,0.980033,0.498796,-0.209928,0.977717,0.5
42.3,-2.04264,7.94457,33.6443,-0.111305,0.993783,0.499997,-0.0937182,0.994353,0.498761,-0.11127,0.99379,0.5
42.4,-1.24819,8.14883,33.9807,-0.0115357,0.999931,0.499997,0.00618571,0.99873,0.49875,-0.0115006,0.999934,0.5
42.5,-0.433302,8.27365,34.3205,0.0883483,0.996087,0.499997,0.106028,0.993119,0.498764,0.0883837,0.996087,0.5
42.6,0.394063,8.31698,34.6637,0.18735,0.98229,0.499997,0.20481,0.977578,0.498802,0.187385,0.982287,0.5
42.7,1.22576,8.27757,35.0104,0.284479,0.958679,0.499997,0.301543,0.95226,0.498864,0.284514,0.958672,0.5
42.8,2.05352,8.155,35.3605,0.378766,0.925489,0.499997,0.395262,0.91742,0.498945,0.3788,0.925479,0.5
42.9,2.86902,7.94965,35.7141,0.469268,0.883052,0.499997,0.485027,0.873405,0.499044,0.469301,0.883038,0.5
43,3.66398,7.66274,36.0712,0.555082,0.831792,0.499997,0.569943,0.820657,0.499156,0.555113,0.831775,0.5
43.1,4.43026,7.29635,36.4319,0.635349,0.772221,0.499997,0.649159,0.759702,0.499277,0.635379,0.7722,0.5
43.2,5.15989,6.85332,36.7962,0.709269,0.704934,0.499997,0.721883,0.69115,0.499401,0.709296,0.704911,0.5
43.3,5.84522,6.33733,37.1642,0.776101,0.630604,0.499997,0.787389,0.615686,0.499525,0.776126,0.630578,0.5
43.4,6.47896,5.75281,37.5358,0.835179,0.549972,0.499997,0.84502,0.534066,0.499643,0.835202,0.549944,0.5
43.5,7.05424,5.10491,37.9112,0.885912,0.463846,0.499997,0.894202,0.447105,0.499749,0.885932,0.463816,0.5
43.6,7.56473,4.39949,38.2903,0.927794,0.373085,0.499997,0.934441,0.355672,0.499841,0.92781,0.373053,0.5
43.7,8.00468,3.64302,38.6732,0.960405,0.278597,0.499997,0.965336,0.260684,0.499915,0.960418,0.278563,0.5
43.8,8.36898,2.84255,39.06,0.98342,0.181324,0.499997,0.986578,0.163088,0.499967,0.98343,0.181289,0.5
43.9,8.65323,2.00565,39.4506,0.996609,0.0822404,0.499997,0.997954,0.0638612,0.499995,0.996616,0.0822043,0.5
44,8.8538,1.14033,39.8451,0.999841,-0.0176653,0.499997,0.99935,-0.0360039,0.499998,0.999843,-0.0177019,0.5
44.1,8.96783,0.254947,40.2435,0.993082,-0.117395,0.499997,0.990753,-0.135509,0.499977,0.993081,-0.117431,0.5
44.2,8.99333,-0.641836,40.6459,0.976401,-0.215951,0.499997,0.972248,-0.233659,0.499932,0.976396,-0.215987,0.5
44.3,8.92914,-1.54117,41.0524,0.949964,-0.312349,0.499997,0.944021,-0.329473,0.499864,0.949956,-0.312385,0.5
44.4,8.77503,-2.43408,41.4629,0.914035,-0.405627,0.499997,0.906354,-0.421991,0.499777,0.914023,-0.405662,0.5
44.5,8.53162,-3.31159,41.8776,0.868974,-0.494852,0.499997,0.859623,-0.51029,0.499674,0.868958,-0.494885,0.5
44.6,8.20046,-4.16475,42.2963,0.81523,-0.579132,0.499997,0.804296,-0.593486,0.499559,0.815211,-0.579164,0.5
44.7,7.78398,-4.98479,42.7193,0.753341,-0.657626,0.499997,0.740926,-0.670747,0.499436,0.753318,-0.657656,0.5
44.8,7.28551,-5.76319,43.1465,0.683924,-0.729549,0.499997,0.670146,-0.741301,0.499311,0.683899,-0.729577,0.5
44.9,6.70919,-6.49174,43.578,0.607674,-0.794183,0.499997,0.592665,-0.804441,0.499189,0.607646,-0.794208,0.5
45,6.06001,-7.16266,44.0137,0.525352,-0.850881,0.499997,0.509258,-0.859537,0.499074,0.525322,-0.850904,0.5
45.1,5.34375,-7.76866,44.4539,0.437781,-0.899078,0.499997,0.420758,-0.906038,0.498971,0.437749,-0.899097,0.5
45.2,4.56688,-8.30304,44.8984,0.345836,-0.938292,0.499997,0.32805,-0.943479,0.498885,0.345802,-0.938307,0.5
45.3,3.73658,-8.75973,45.3474,0.250436,-0.96813,0.499997,0.232062,-0.971484,0.498817,0.2504,-0.968142,0.5
45.4,2.8606,-9.13338,45.8009,0.152533,-0.988295,0.499997,0.133753,-0.989775,0.498772,0.152496,-0.988304,0.5
45.5,1.94727,-9.41944,46.2589,0.0531061,-0.998586,0.499997,0.0341072,-0.998168,0.498751,0.0530685,-0.998591,0.5
45.6,1.00532,-9.61417,46.7215,-0.0468514,-0.998899,0.499997,-0.0658802,-0.996579,0.498755,-0.0468893,-0.9989,0.5
45.7,0.0439038,-9.7147,47.1887,-0.146341,-0.989231,0.499997,-0.165209,-0.985025,0.498784,-0.146379,-0.989229,0.5
45.8,-0.927566,-9.71909,47.6606,-0.244368,-0.969679,0.499997,-0.262885,-0.96362,0.498836,-0.244405,-0.969673,0.5
45.9,-1.89948,-9.62634,48.1372,-0.339953,-0.940439,0.499997,-0.357933,-0.932579,0.49891,-0.33999,-0.940429,0.5
46,-2.86211,-9.43639,48.6185,-0.432142,-0.901802,0.499997,-0.449401,-0.892213,0.499002,-0.432178,-0.901788,0.5
46.1,-3.80575,-9.15018,49.1047,-0.520013,-0.854155,0.499997,-0.536375,-0.842924,0.49911,-0.520047,-0.854137,0.5
46.2,-4.72077,-8.7696,49.5958,-0.602688,-0.797973,0.499997,-0.617986,-0.785206,0.499227,-0.602721,-0.797952,0.5
46.3,-5.59773,-8.29753,50.0917,-0.679342,-0.733818,0.499997,-0.693417,-0.719636,0.499351,-0.679372,-0.733794,0.5
46.4,-6.42748,-7.73775,50.5927,-0.749207,-0.662331,0.499997,-0.761913,-0.646869,0.499476,-0.749235,-0.662304,0.5
46.5,-7.20125,-7.09501,51.0986,-0.811587,-0.584226,0.499997,-0.82279,-0.567634,0.499596,-0.811612,-0.584197,0.5
46.6,-7.91075,-6.37488,51.6096,-0.865858,-0.500284,0.499997,-0.87544,-0.482723,0.499708,-0.86588,-0.500252,0.5
46.7,-8.54824,-5.5838,52.1257,-0.911477,-0.411343,0.499997,-0.919335,-0.392984,0.499806,-0.911496,-0.411309,0.5
46.8,-9.10662,-4.72898,52.6469,-0.947989,-0.318292,0.499997,-0.954037,-0.299315,0.499888,-0.948005,-0.318257,0.5
46.9,-9.57952,-3.81832,53.1734,-0.975029,-0.222061,0.499997,-0.979198,-0.202654,0.499949,-0.975041,-0.222024,0.5
47,-9.96135,-2.86037,53.7051,-0.992327,-0.123611,0.499997,-0.994567,-0.103965,0.499986,-0.992335,-0.123573,0.5
47.1,-10.2474,-1.86423,54.2422,-0.99971,-0.0239266,0.499997,-0.999991,-0.00423737,0.5,-0.999715,-0.0238875,0.5
47.2,-10.4338,-0.839492,54.7846,-0.997105,0.0759974,0.499997,-0.995415,0.0955329,0.499989,-0.997105,0.0760367,0.5
47.3,-10.5178,0.203889,55.3324,-0.984536,0.175162,0.499997,-0.980884,0.194348,0.499953,-0.984533,0.175201,0.5
47.4,-10.4974,1.25567,55.8858,-0.962131,0.272576,0.499997,-0.956545,0.291219,0.499894,-0.962123,0.272615,0.5
47.5,-10.3718,2.3054,56.4446,-0.930112,0.367267,0.499997,-0.922641,0.385179,0.499814,-0.9301,0.367305,0.5
47.6,-10.1413,3.34258,57.0091,-0.8888,0.458289,0.499997,-0.879509,0.475286,0.499717,-0.888784,0.458325,0.5
47.7,-9.80701,4.35671,57.5792,-0.838607,0.544731,0.499997,-0.827583,0.560641,0.499606,-0.838588,0.544766,0.5
47.8,-9.37134,5.33741,58.1549,-0.780035,0.625731,0.499997,-0.767381,0.640389,0.499486,-0.780013,0.625764,0.5
47.9,-8.8376,6.27454,58.7365,-0.713669,0.700478,0.499997,-0.699506,0.713733,0.499362,-0.713644,0.700509,0.5
48,-8.21014,7.1583,59.3239,-0.640173,0.768227,0.499997,-0.624635,0.77994,0.499238,-0.640144,0.768255,0.5
48.1,-7.49431,7.97932,59.9171,-0.56028,0.828299,0.499997,-0.543517,0.838348,0.499119,-0.560249,0.828324,0.5
48.2,-6.69638,8.72875,60.5163,-0.474789,0.880096,0.499997,-0.456965,0.888372,0.499011,-0.474755,0.880118,0.5
48.3,-5.8235,9.39839,61.1214,-0.384554,0.923099,0.499997,-0.365843,0.929512,0.498917,-0.384518,0.923117,0.5
48.4,-4.88366,9.98074,61.7326,-0.290477,0.956878,0.499997,-0.271063,0.961358,0.498842,-0.29044,0.956893,0.5
48.5,-3.88559,10.4691,62.35,-0.193497,0.981097,0.499997,-0.173571,0.983589,0.498788,-0.193459,0.981108,0.5
48.6,-2.83868,10.8577,62.9735,-0.0945846,0.995513,0.499997,-0.0743447,0.995985,0.498757,-0.0945447,0.995521,0.5
48.7,-1.75291,11.1415,63.6032,0.00527339,0.999983,0.499997,0.0256256,0.998421,0.498751,0.00531384,0.999986,0.5
48.8,-0.638762,11.3168,64.2392,0.105079,0.994461,0.499997,0.12534,0.990873,0.49877,0.105119,0.99446,0.5
48.9,0.492921,11.3807,64.8816,0.203834,0.979002,0.499997,0.2238,0.973416,0.498813,0.203874,0.978997,0.5
49,1.63099,11.3314,65.5305,0.300553,0.953762,0.499997,0.320023,0.946225,0.498878,0.300593,0.953753,0.5
49.1,2.76413,11.1683,66.1858,0.394268,0.918992,0.499997,0.413045,0.909571,0.498963,0.394307,0.918979,0.5
49.2,3.88096,10.8919,66.8476,0.484045,0.875039,0.499997,0.501937,0.863822,0.499065,0.484082,0.875023,0.5
49.3,4.97015,10.5038,67.5161,0.568985,0.822344,0.499997,0.58581,0.809435,0.499179,0.56902,0.822324,0.5
49.4,6.02053,10.0068,68.1913,0.648239,0.761432,0.499997,0.663824,0.746953,0.499301,0.648273,0.761408,0.5
49.5,7.02121,9.40473,68.8732,0.721017,0.692912,0.499997,0.7352,0.677002,0.499426,0.721048,0.692885,0.5
49.6,7.96168,8.70261,69.5619,0.786591,0.617469,0.499997,0.799224,0.600281,0.499548,0.786619,0.617439,0.5
49.7,8.83194,7.90644,70.2575,0.844305,0.535856,0.499997,0.855256,0.517557,0.499664,0.84433,0.535823,0.5
49.8,9.62259,7.02325,70.9601,0.893583,0.448889,0.499997,0.902736,0.429657,0.499769,0.893605,0.448854,0.5
49.9,10.3249,6.06099,71.6697,0.933933,0.357437,0.499997,0.941188,0.337461,0.499857,0.933951,0.3574,0.5
50,10.931,5.0285,72.3864,0.964952,0.262414,0.499997,0.970228,0.24189,0.499927,0.964966,0.262375,0.5
