t,x_euler,v_euler,E_euler,x_rk4,v_rk4,E_rk4,x_verlet,v_verlet,E_verlet,x_true,v_true,E_true
20.6,-0.309777,-2.7695,3.88305,-0.178666,-0.983908,0.499999,-0.187131,-0.981106,0.498794,-0.178683,-0.983907,0.5
20.7,-0.586728,-2.73852,3.92188,-0.276,-0.961156,0.499999,-0.284306,-0.957534,0.498851,-0.276017,-0.961153,0.5
20.8,-0.86058,-2.67985,3.9611,-0.370577,-0.9288,0.499999,-0.378638,-0.924387,0.498929,-0.370593,-0.928795,0.5
20.9,-1.12857,-2.59379,4.00071,-0.461451,-0.887164,0.499999,-0.469183,-0.881996,0.499025,-0.461467,-0.887158,0.5
21,-1.38794,-2.48094,4.04072,-0.547714,-0.836664,0.499999,-0.555037,-0.830785,0.499135,-0.547729,-0.836656,0.5
21.1,-1.63604,-2.34214,4.08112,-0.628505,-0.777804,0.499999,-0.63534,-0.771266,0.499255,-0.628519,-0.777794,0.5
21.2,-1.87025,-2.17854,4.12194,-0.703015,-0.711173,0.499999,-0.70929,-0.704035,0.499379,-0.703029,-0.711161,0.5
21.3,-2.08811,-1.99151,4.16316,-0.770502,-0.637435,0.499999,-0.776147,-0.629763,0.499503,-0.770514,-0.637423,0.5
21.4,-2.28726,-1.7827,4.20479,-0.83029,-0.557329,0.499999,-0.835243,-0.549193,0.499622,-0.830301,-0.557315,0.5
21.5,-2.46553,-1.55398,4.24683,-0.881782,-0.471654,0.499999,-0.885986,-0.463132,0.499731,-0.881792,-0.471639,0.5
21.6,-2.62093,-1.30742,4.2893,-0.924464,-0.381267,0.499999,-0.927869,-0.372439,0.499826,-0.924472,-0.38125,0.5
21.7,-2.75167,-1.04533,4.3322,-0.957908,-0.287069,0.499998,-0.960474,-0.278022,0.499903,-0.957915,-0.287053,0.5
21.8,-2.8562,-0.770165,4.37552,-0.981782,-0.190004,0.499998,-0.983474,-0.180825,0.499959,-0.981787,-0.189987,0.5
21.9,-2.93322,-0.484544,4.41927,-0.995846,-0.0910404,0.499998,-0.996639,-0.0818189,0.499992,-0.995849,-0.0910224,0.5
22,-2.98167,-0.191223,4.46347,-0.999959,0.00883303,0.499998,-0.999837,0.0180049,0.5,-0.999961,0.00885131,0.5
22.1,-3.00079,0.106944,4.5081,-0.994082,0.108618,0.499998,-0.993038,0.117649,0.499983,-0.994082,0.108637,0.5
22.2,-2.9901,0.407024,4.55318,-0.978272,0.207318,0.499998,-0.976308,0.216116,0.499941,-0.97827,0.207336,0.5
22.3,-2.9494,0.706034,4.59871,-0.952687,0.303946,0.499998,-0.949815,0.312422,0.499878,-0.952683,0.303965,0.5
22.4,-2.87879,1.00097,4.6447,-0.917584,0.397538,0.499998,-0.913823,0.405604,0.499794,-0.917578,0.397556,0.5
22.5,-2.7787,1.28885,4.69115,-0.873312,0.487157,0.499998,-0.868694,0.49473,0.499693,-0.873305,0.487175,0.5
22.6,-2.64981,1.56672,4.73806,-0.820315,0.571909,0.499998,-0.814877,0.578908,0.49958,-0.820305,0.571926,0.5
22.7,-2.49314,1.8317,4.78544,-0.759121,0.650947,0.499998,-0.752912,0.657298,0.499459,-0.75911,0.650962,0.5
22.8,-2.30997,2.08102,4.83329,-0.690342,0.723481,0.499998,-0.683418,0.729114,0.499334,-0.69033,0.723495,0.5
22.9,-2.10187,2.31201,4.88163,-0.614666,0.788785,0.499998,-0.607089,0.79364,0.499211,-0.614652,0.788798,0.5
23,-1.87067,2.5222,4.93044,-0.532848,0.846209,0.499998,-0.52469,0.850229,0.499094,-0.532833,0.84622,0.5
23.1,-1.61845,2.70927,4.97975,-0.445706,0.895177,0.499998,-0.437044,0.898315,0.498989,-0.44569,0.895187,0.5
23.2,-1.34752,2.87111,5.02955,-0.354111,0.935202,0.499998,-0.345027,0.937419,0.498899,-0.354094,0.93521,0.5
23.3,-1.06041,3.00586,5.07984,-0.258978,0.965882,0.499998,-0.24956,0.967148,0.498828,-0.25896,0.965888,0.5
23.4,-0.759821,3.1119,5.13064,-0.161257,0.986911,0.499998,-0.151597,0.987206,0.498779,-0.161238,0.986916,0.5
23.5,-0.44863,3.18789,5.18195,-0.0619247,0.998079,0.499998,-0.0521186,0.997392,0.498753,-0.0619053,0.998082,0.5
23.6,-0.129842,3.23275,5.23376,0.0380263,0.999275,0.499998,0.0478812,0.997604,0.498753,0.0380459,0.999276,0.5
23.7,0.193433,3.24573,5.2861,0.137597,0.990487,0.499998,0.147402,0.98784,0.498777,0.137617,0.990486,0.5
23.8,0.518007,3.22639,5.33896,0.235793,0.971802,0.499998,0.245449,0.968197,0.498825,0.235813,0.971798,0.5
23.9,0.840646,3.17459,5.39235,0.331634,0.943406,0.499998,0.341042,0.938872,0.498895,0.331653,0.943401,0.5
24,1.1581,3.09053,5.44628,0.42416,0.905585,0.499998,0.433224,0.900159,0.498985,0.424179,0.905578,0.5
24.1,1.46716,2.97471,5.50074,0.512449,0.858716,0.499998,0.521073,0.852444,0.499089,0.512467,0.858707,0.5
24.2,1.76463,2.828,5.55575,0.595617,0.803266,0.499998,0.603712,0.796205,0.499206,0.595634,0.803256,0.5
24.3,2.04743,2.65154,5.6113,0.672834,0.739791,0.499998,0.680314,0.732004,0.499329,0.67285,0.739779,0.5
24.4,2.31258,2.44679,5.66742,0.743329,0.668924,0.499998,0.750113,0.660482,0.499453,0.743344,0.66891,0.5
24.5,2.55726,2.21554,5.72409,0.806396,0.591373,0.499998,0.812411,0.582356,0.499575,0.806409,0.591358,0.5
24.6,2.77882,1.95981,5.78133,0.861406,0.507913,0.499998,0.866584,0.498406,0.499689,0.861418,0.507897,0.5
24.7,2.9748,1.68193,5.83915,0.907809,0.419379,0.499998,0.912092,0.409473,0.49979,0.90782,0.419361,0.5
24.8,3.14299,1.38445,5.89754,0.945142,0.326654,0.499998,0.948479,0.316444,0.499875,0.945151,0.326635,0.5
24.9,3.28143,1.07015,5.95651,0.973031,0.230665,0.499998,0.975381,0.220251,0.499939,0.973038,0.230646,0.5
25,3.38845,0.742006,6.01608,0.991198,0.132372,0.499998,0.992529,0.121855,0.499981,0.991203,0.132352,0.5
25.1,3.46265,0.403161,6.07624,0.999462,0.0327562,0.499998,0.999752,0.0222414,0.499999,0.999464,0.0327354,0.5
25.2,3.50297,0.056896,6.137,0.997739,-0.0671871,0.499998,0.996977,-0.0775951,0.499992,0.997739,-0.0672081,0.5
25.3,3.50865,-0.293401,6.19837,0.986047,-0.166459,0.499998,0.984233,-0.176656,0.499961,0.986045,-0.16648,0.5
25.4,3.47931,-0.644266,6.26035,0.964502,-0.264068,0.499998,0.961646,-0.27395,0.499906,0.964498,-0.264089,0.5
25.5,3.41489,-0.992198,6.32296,0.933321,-0.359038,0.499998,0.929443,-0.368504,0.49983,0.933315,-0.359058,0.5
25.6,3.31567,-1.33369,6.38619,0.892814,-0.450421,0.499998,0.887945,-0.459373,0.499736,0.892806,-0.450441,0.5
25.7,3.1823,-1.66525,6.45005,0.843387,-0.537303,0.499998,0.837568,-0.545649,0.499627,0.843377,-0.537322,0.5
25.8,3.01577,-1.98348,6.51455,0.785533,-0.618817,0.499998,0.778816,-0.626468,0.499508,0.785521,-0.618835,0.5
25.9,2.81743,-2.28506,6.5797,0.71983,-0.694148,0.499998,0.712275,-0.701023,0.499384,0.719816,-0.694165,0.5
26,2.58892,-2.5668,6.64549,0.646935,-0.762543,0.499998,0.638611,-0.768567,0.49926,0.646919,-0.762558,0.5
26.1,2.33224,-2.8257,6.71195,0.567575,-0.823319,0.499998,0.558561,-0.828426,0.49914,0.567559,-0.823333,0.5
26.2,2.04967,-3.05892,6.77907,0.482545,-0.875869,0.499998,0.472926,-0.88,0.49903,0.482527,-0.875881,0.5
26.3,1.74378,-3.26389,6.84686,0.392694,-0.919667,0.499998,0.382561,-0.922774,0.498933,0.392674,-0.919678,0.5
26.4,1.41739,-3.43826,6.91533,0.298918,-0.954277,0.499998,0.288371,-0.956321,0.498854,0.298898,-0.954285,0.5
26.5,1.07356,-3.58,6.98448,0.202156,-0.979351,0.499998,0.191297,-0.980305,0.498796,0.202135,-0.979358,0.5
26.6,0.715563,-3.68736,7.05432,0.103374,-0.994641,0.499998,0.0923101,-0.994485,0.498761,0.103353,-0.994645,0.5
26.7,0.346827,-3.75892,7.12487,0.00355971,-0.999992,0.499998,-0.00759991,-0.99872,0.49875,0.00353755,-0.999994,0.5
26.8,-0.0290645,-3.7936,7.19612,-0.0962906,-0.995351,0.499998,-0.107434,-0.992969,0.498764,-0.0963129,-0.995351,0.5
26.9,-0.408424,-3.79069,7.26808,-0.195179,-0.980766,0.499998,-0.206194,-0.977287,0.498803,-0.195201,-0.980763,0.5
27,-0.787494,-3.74985,7.34076,-0.292117,-0.956381,0.499998,-0.302891,-0.951833,0.498865,-0.292139,-0.956376,0.5
27.1,-1.16248,-3.6711,7.41417,-0.386136,-0.92244,0.499998,-0.39656,-0.91686,0.498947,-0.386158,-0.922433,0.5
27.2,-1.52959,-3.55485,7.48831,-0.476297,-0.879282,0.499998,-0.486263,-0.872719,0.499046,-0.476318,-0.879273,0.5
27.3,-1.88507,-3.40189,7.56319,-0.561699,-0.827339,0.499998,-0.571104,-0.819851,0.499158,-0.561719,-0.827328,0.5
27.4,-2.22526,-3.21339,7.63882,-0.641489,-0.767129,0.499998,-0.650234,-0.758784,0.499279,-0.641508,-0.767116,0.5
27.5,-2.5466,-2.99086,7.71521,-0.71487,-0.699255,0.499998,-0.722861,-0.690129,0.499403,-0.714887,-0.69924,0.5
27.6,-2.84569,-2.7362,7.79236,-0.781107,-0.624394,0.499998,-0.78826,-0.614573,0.499527,-0.781123,-0.624377,0.5
27.7,-3.11931,-2.45163,7.87029,-0.83954,-0.543294,0.499998,-0.845776,-0.532872,0.499644,-0.839554,-0.543276,0.5
27.8,-3.36447,-2.1397,7.94899,-0.889585,-0.456766,0.499998,-0.894834,-0.445841,0.499751,-0.889597,-0.456746,0.5
27.9,-3.57844,-1.80325,8.02848,-0.930741,-0.365673,0.499998,-0.934944,-0.354352,0.499843,-0.930751,-0.365653,0.5
28,-3.75877,-1.44541,8.10876,-0.962598,-0.270928,0.499998,-0.965704,-0.25932,0.499916,-0.962606,-0.270906,0.5
28.1,-3.90331,-1.06953,8.18985,-0.984836,-0.173475,0.499998,-0.986808,-0.161694,0.499967,-0.984842,-0.173452,0.5
28.2,-4.01026,-0.679202,8.27175,-0.997235,-0.0742887,0.499998,-0.998043,-0.0624516,0.499995,-0.997239,-0.0742654,0.5
28.3,-4.07818,-0.278176,8.35447,-0.999669,0.0256398,0.499998,-0.999298,0.0374154,0.499998,-0.999671,0.0256633,0.5
28.4,-4.106,0.129642,8.43801,-0.992115,0.125312,0.499998,-0.99056,0.136908,0.499977,-0.992114,0.125336,0.5
28.5,-4.09303,0.540242,8.52239,-0.974649,0.223732,0.499998,-0.971916,0.235032,0.499931,-0.974645,0.223756,0.5
28.6,-4.03901,0.949546,8.60762,-0.947444,0.319917,0.499998,-0.943554,0.330806,0.499863,-0.947438,0.31994,0.5
28.7,-3.94405,1.35345,8.69369,-0.910772,0.412905,0.499998,-0.905755,0.423271,0.499775,-0.910764,0.412928,0.5
28.8,-3.80871,1.74785,8.78063,-0.865,0.501768,0.499998,-0.858899,0.511504,0.499672,-0.86499,0.501789,0.5
28.9,-3.63392,2.12872,8.86844,-0.810586,0.585617,0.499998,-0.803454,0.594622,0.499557,-0.810573,0.585637,0.5
29,-3.42105,2.49212,8.95712,-0.748072,0.663615,0.499998,-0.739975,0.671793,0.499434,-0.748058,0.663634,0.5
29.1,-3.17184,2.83422,9.04669,-0.678084,0.734982,0.499998,-0.669096,0.742247,0.49931,-0.678068,0.735,0.5
29.2,-2.88842,3.1514,9.13716,-0.601321,0.799005,0.499998,-0.591526,0.805278,0.499187,-0.601302,0.799021,0.5
29.3,-2.57328,3.44025,9.22853,-0.518549,0.855045,0.499998,-0.50804,0.860256,0.499073,-0.518529,0.85506,0.5
29.4,-2.22925,3.69757,9.32082,-0.430597,0.902542,0.499998,-0.419475,0.906632,0.49897,-0.430575,0.902555,0.5
29.5,-1.8595,3.9205,9.41402,-0.338342,0.941021,0.499998,-0.326714,0.943941,0.498883,-0.338319,0.941031,0.5
29.6,-1.46745,4.10645,9.50816,-0.242706,0.970098,0.499998,-0.230686,0.971811,0.498817,-0.242683,0.970106,0.5
29.7,-1.0568,4.25319,9.60325,-0.144645,0.989481,0.499998,-0.132352,0.989963,0.498772,-0.144621,0.989487,0.5
29.8,-0.631482,4.35887,9.69928,-0.0451395,0.998979,0.499998,-0.0326937,0.998215,0.498751,-0.0451149,0.998982,0.5
29.9,-0.195595,4.42202,9.79627,0.0548174,0.998494,0.499998,0.0672913,0.996485,0.498756,0.0548423,0.998495,0.5
30,0.246608,4.44158,9.89423,0.154227,0.988033,0.499998,0.166603,0.984791,0.498785,0.154251,0.988032,0.5
30.1,0.690766,4.41692,9.99318,0.252095,0.9677,0.499998,0.264249,0.963248,0.498837,0.252119,0.967696,0.5
30.2,1.13246,4.34784,10.0931,0.347444,0.937698,0.499998,0.359253,0.932073,0.498911,0.347468,0.937692,0.5
30.3,1.56724,4.2346,10.194,0.439322,0.898327,0.499998,0.450664,0.891577,0.499004,0.439345,0.898318,0.5
30.4,1.9907,4.07787,10.296,0.52681,0.849981,0.499998,0.537568,0.842165,0.499111,0.526833,0.849969,0.5
30.5,2.39849,3.8788,10.3989,0.609035,0.793141,0.499998,0.619097,0.784332,0.499229,0.609056,0.793127,0.5
30.6,2.78637,3.63896,10.5029,0.685174,0.728377,0.499998,0.694435,0.718656,0.499353,0.685194,0.728361,0.5
30.7,3.15027,3.36032,10.608,0.754467,0.656335,0.499998,0.762828,0.645792,0.499477,0.754485,0.656317,0.5
30.8,3.4863,3.04529,10.714,0.816222,0.577735,0.499998,0.823593,0.566471,0.499598,0.816239,0.577715,0.5
30.9,3.79083,2.69666,10.8212,0.869821,0.493362,0.499998,0.876122,0.481486,0.499709,0.869836,0.493341,0.5
31,4.06049,2.31758,10.9294,0.91473,0.40406,0.499998,0.91989,0.391685,0.499808,0.914742,0.404038,0.5
31.1,4.29225,1.91153,11.0387,0.950499,0.310721,0.499998,0.954459,0.297967,0.499889,0.950509,0.310697,0.5
31.2,4.4834,1.4823,11.1491,0.976771,0.214277,0.499998,0.979484,0.20127,0.499949,0.976778,0.214253,0.5
31.3,4.63163,1.03396,11.2606,0.993283,0.115693,0.499998,0.994714,0.10256,0.499987,0.993288,0.115667,0.5
31.4,4.73503,0.570801,11.3732,0.999871,0.0159519,0.499998,0.999996,0.00282492,0.5,0.999873,0.0159259,0.5
31.5,4.79211,0.097298,11.4869,0.996468,-0.0839482,0.499998,0.995279,-0.0969388,0.499988,0.996468,-0.0839745,0.5
31.6,4.80184,-0.381913,11.6018,0.983109,-0.18301,0.499998,0.980608,-0.195733,0.499952,0.983106,-0.183036,0.5
31.7,4.76365,-0.862097,11.7178,0.959927,-0.280242,0.499998,0.956132,-0.29257,0.499893,0.959922,-0.280268,0.5
31.8,4.67744,-1.33846,11.835,0.927154,-0.374675,0.499998,0.922094,-0.386481,0.499813,0.927146,-0.3747,0.5
31.9,4.54359,-1.80621,11.9533,0.885117,-0.465364,0.499998,0.878836,-0.476528,0.499715,0.885107,-0.465388,0.5
32,4.36297,-2.26057,12.0728,0.834236,-0.551403,0.499998,0.826789,-0.561809,0.499604,0.834223,-0.551427,0.5
32.1,4.13692,-2.69686,12.1936,0.77502,-0.631933,0.499998,0.766474,-0.641472,0.499484,0.775005,-0.631955,0.5
32.2,3.86723,-3.11055,12.3155,0.70806,-0.706149,0.499998,0.698494,-0.714721,0.49936,0.708043,-0.706169,0.5
32.3,3.55617,-3.49728,12.4387,0.634026,-0.773309,0.499998,0.62353,-0.780822,0.499236,0.634006,-0.773328,0.5
32.4,3.20645,-3.85289,12.5631,0.553656,-0.832743,0.499998,0.54233,-0.839115,0.499118,0.553635,-0.832759,0.5
32.5,2.82116,-4.17354,12.6887,0.467755,-0.883856,0.499998,0.455707,-0.889017,0.49901,0.467732,-0.88387,0.5
32.6,2.4038,-4.45566,12.8156,0.37718,-0.926138,0.499998,0.364526,-0.930028,0.498916,0.377155,-0.92615,0.5
32.7,1.95824,-4.69604,12.9437,0.282836,-0.959166,0.499998,0.269701,-0.96174,0.498841,0.28281,-0.959176,0.5
32.8,1.48863,-4.89186,13.0732,0.185666,-0.982611,0.499998,0.172179,-0.983834,0.498787,0.18564,-0.982618,0.5
32.9,0.999448,-5.04072,13.2039,0.0866412,-0.996237,0.499998,0.0729343,-0.996089,0.498757,0.0866142,-0.996242,0.5
33,0.495376,-5.14067,13.3359,-0.0132493,-0.99991,0.499998,-0.0270393,-0.998384,0.498751,-0.0132767,-0.999912,0.5
33.1,-0.0186906,-5.19021,13.4693,-0.113007,-0.993592,0.499998,-0.126743,-0.990695,0.49877,-0.113035,-0.993591,0.5
33.2,-0.537711,-5.18834,13.604,-0.211636,-0.977346,0.499998,-0.225178,-0.973099,0.498813,-0.211664,-0.977343,0.5
33.3,-1.05654,-5.13457,13.74,-0.308151,-0.951335,0.499998,-0.321362,-0.945772,0.498879,-0.308178,-0.951329,0.5
33.4,-1.57,-5.02891,13.8774,-0.401586,-0.915819,0.499998,-0.414333,-0.908987,0.498965,-0.401613,-0.91581,0.5
33.5,-2.07289,-4.87191,14.0162,-0.491009,-0.871152,0.499998,-0.50316,-0.863113,0.499066,-0.491035,-0.87114,0.5
33.6,-2.56008,-4.66462,14.1564,-0.575526,-0.81778,0.499998,-0.586955,-0.808607,0.499181,-0.57555,-0.817766,0.5
33.7,-3.02655,-4.40861,14.2979,-0.654293,-0.756238,0.499998,-0.664881,-0.746015,0.499303,-0.654316,-0.756222,0.5
33.8,-3.46741,-4.10596,14.4409,-0.726522,-0.68714,0.499998,-0.736158,-0.675963,0.499427,-0.726543,-0.687121,0.5
33.9,-3.878,-3.75922,14.5853,-0.791492,-0.611176,0.499998,-0.800074,-0.599151,0.49955,-0.791511,-0.611155,0.5
34,-4.25392,-3.37142,14.7312,-0.848553,-0.529105,0.499998,-0.855988,-0.516348,0.499666,-0.84857,-0.529083,0.5
34.1,-4.59107,-2.94603,14.8785,-0.897136,-0.441748,0.499998,-0.903343,-0.428382,0.49977,-0.897151,-0.441724,0.5
34.2,-4.88567,-2.48692,15.0273,-0.936756,-0.349977,0.499998,-0.941665,-0.336131,0.499858,-0.936768,-0.349951,0.5
34.3,-5.13436,-1.99835,15.1775,-0.967015,-0.254709,0.499998,-0.97057,-0.24052,0.499928,-0.967025,-0.254682,0.5
34.4,-5.3342,-1.48492,15.3293,-0.987613,-0.156896,0.499998,-0.989769,-0.142503,0.499975,-0.987619,-0.156869,0.5
34.5,-5.48269,-0.951496,15.4826,-0.998342,-0.0575159,0.499998,-0.99907,-0.0430607,0.499998,-0.998346,-0.0574875,0.5
34.6,-5.57784,-0.403227,15.6374,-0.999097,0.0424392,0.499998,-0.998381,0.0568119,0.499996,-0.999098,0.042468,0.5
34.7,-5.61816,0.154556,15.7938,-0.989868,0.14197,0.499998,-0.987708,0.156116,0.499969,-0.989867,0.141999,0.5
34.8,-5.6027,0.716372,15.9517,-0.97075,0.240083,0.499998,-0.967158,0.25386,0.499919,-0.970745,0.240112,0.5
34.9,-5.53107,1.27664,16.1113,-0.941932,0.335797,0.499998,-0.936936,0.349064,0.499847,-0.941924,0.335825,0.5
35,-5.4034,1.82975,16.2724,-0.903702,0.428155,0.499998,-0.897345,0.440778,0.499757,-0.903692,0.428183,0.5
35.1,-5.22043,2.37009,16.4351,-0.856444,0.516236,0.499998,-0.84878,0.528084,0.499651,-0.856431,0.516262,0.5
35.2,-4.98342,2.89213,16.5994,-0.800627,0.599159,0.499998,-0.791728,0.61011,0.499534,-0.800612,0.599183,0.5
35.3,-4.69421,3.39047,16.7654,-0.736812,0.676095,0.499998,-0.726758,0.686034,0.49941,-0.736794,0.676118,0.5
35.4,-4.35516,3.85989,16.9331,-0.665634,0.746275,0.499998,-0.654521,0.755098,0.499285,-0.665613,0.746297,0.5
35.5,-3.96917,4.29541,17.1024,-0.587805,0.808999,0.499998,-0.575739,0.816611,0.499164,-0.587783,0.809019,0.5
35.6,-3.53963,4.69233,17.2734,-0.504104,0.86364,0.499998,-0.491199,0.869958,0.499052,-0.504079,0.863657,0.5
35.7,-3.07039,5.04629,17.4462,-0.415365,0.909652,0.499998,-0.401747,0.914605,0.498952,-0.415339,0.909667,0.5
35.8,-2.56577,5.35333,17.6206,-0.322476,0.946575,0.499998,-0.308278,0.950107,0.498869,-0.322449,0.946587,0.5
35.9,-2.03043,5.60991,17.7969,-0.226366,0.97404,0.499998,-0.211726,0.976107,0.498806,-0.226337,0.974049,0.5
36,-1.46944,5.81295,17.9748,-0.127993,0.991773,0.499998,-0.113056,0.992346,0.498766,-0.127964,0.991779,0.5
36.1,-0.888147,5.95989,18.1546,-0.0283416,0.999596,0.499997,-0.0132565,0.998661,0.49875,-0.0283117,0.999599,0.5
36.2,-0.292158,6.04871,18.3361,0.0715929,0.997431,0.499997,0.0866759,0.99499,0.498759,0.0716231,0.997432,0.5
36.3,0.312713,6.07792,18.5195,0.170812,0.985301,0.499997,0.185742,0.98137,0.498793,0.170842,0.985298,0.5
36.4,0.920506,6.04665,18.7047,0.268325,0.963326,0.499997,0.28295,0.957935,0.49885,0.268355,0.96332,0.5
36.5,1.52517,5.9546,18.8917,0.363156,0.931726,0.499997,0.377329,0.924921,0.498928,0.363185,0.931717,0.5
36.6,2.12063,5.80209,19.0806,0.454359,0.890816,0.499997,0.467934,0.882658,0.499024,0.454387,0.890804,0.5
36.7,2.70084,5.59002,19.2714,0.541022,0.841005,0.499997,0.55386,0.831568,0.499133,0.541049,0.840991,0.5
36.8,3.25984,5.31994,19.4642,0.62228,0.782792,0.499997,0.634248,0.772163,0.499253,0.622305,0.782775,0.5
36.9,3.79184,4.99395,19.6588,0.69732,0.716757,0.499997,0.708293,0.705036,0.499377,0.697344,0.716737,0.5
37,4.29123,4.61477,19.8554,0.765392,0.64356,0.499997,0.775255,0.630858,0.499501,0.765414,0.643538,0.5
37.1,4.75271,4.18565,20.0539,0.825817,0.563933,0.499997,0.834464,0.550373,0.49962,0.825837,0.563909,0.5
37.2,5.17127,3.71038,20.2545,0.877991,0.478672,0.499997,0.885329,0.464383,0.49973,0.878008,0.478646,0.5
37.3,5.54231,3.19325,20.457,0.921392,0.388628,0.499997,0.927341,0.373749,0.499825,0.921406,0.3886,0.5
37.4,5.86164,2.63902,20.6616,0.955587,0.294701,0.499997,0.960079,0.279378,0.499902,0.955599,0.294672,0.5
37.5,6.12554,2.05285,20.8682,0.980234,0.197829,0.499997,0.983217,0.182213,0.499958,0.980243,0.197799,0.5
37.6,6.33082,1.4403,21.0769,0.995087,0.0989805,0.499997,0.996522,0.0832266,0.499991,0.995092,0.0989497,0.5
37.7,6.47485,0.807219,21.2877,0.999997,-0.00085685,0.499997,0.999862,-0.0165926,0.5,1,-0.000888157,0.5
37.8,6.55557,0.159733,21.5005,0.994916,-0.100686,0.499997,0.993203,-0.116246,0.499983,0.994915,-0.100717,0.5
37.9,6.57155,-0.495824,21.7155,0.979893,-0.199508,0.499997,0.976613,-0.214737,0.499942,0.97989,-0.19954,0.5
38,6.52197,-1.15298,21.9327,0.95508,-0.296338,0.499997,0.950256,-0.31108,0.499879,0.955074,-0.296369,0.5
38.1,6.40667,-1.80518,22.152,0.920725,-0.390206,0.499997,0.914397,-0.404313,0.499795,0.920715,-0.390236,0.5
38.2,6.22615,-2.44584,22.3735,0.877169,-0.480176,0.499997,0.869394,-0.493502,0.499695,0.877156,-0.480205,0.5
38.3,5.98157,-3.06846,22.5973,0.82485,-0.565348,0.499997,0.815696,-0.577757,0.499582,0.824834,-0.565375,0.5
38.4,5.67472,-3.66661,22.8233,0.764288,-0.644871,0.499997,0.753842,-0.656234,0.49946,0.76427,-0.644897,0.5
38.5,5.30806,-4.23409,23.0515,0.69609,-0.71795,0.499997,0.68445,-0.728148,0.499336,0.696069,-0.717975,0.5
38.6,4.88465,-4.76489,23.282,0.620937,-0.783857,0.499997,0.608212,-0.792781,0.499212,0.620914,-0.783879,0.5
38.7,4.40816,-5.25336,23.5148,0.53958,-0.841931,0.499997,0.525893,-0.849487,0.499096,0.539555,-0.841951,0.5
38.8,3.88283,-5.69417,23.75,0.452832,-0.891593,0.499997,0.438315,-0.897697,0.49899,0.452804,-0.89161,0.5
38.9,3.31341,-6.08246,23.9875,0.361559,-0.932346,0.499997,0.346354,-0.936931,0.4989,0.36153,-0.932361,0.5
39,2.70516,-6.4138,24.2273,0.266673,-0.963784,0.499997,0.250929,-0.966795,0.498829,0.266643,-0.963795,0.5
39.1,2.06378,-6.68431,24.4696,0.169123,-0.985592,0.499997,0.152995,-0.986991,0.498779,0.169092,-0.9856,0.5
39.2,1.39535,-6.89069,24.7143,0.0698835,-0.997552,0.499997,0.0535308,-0.997317,0.498754,0.0698512,-0.997557,0.5
39.3,0.706283,-7.03023,24.9615,-0.0300546,-0.999546,0.499997,-0.0464685,-0.99767,0.498753,-0.0300873,-0.999547,0.5
39.4,0.00325992,-7.10085,25.2111,-0.129692,-0.991552,0.499997,-0.146003,-0.988047,0.498777,-0.129725,-0.99155,0.5
39.5,-0.706825,-7.10118,25.4632,-0.228034,-0.97365,0.499997,-0.244078,-0.968543,0.498824,-0.228067,-0.973645,0.5
39.6,-1.41694,-7.0305,25.7178,-0.324098,-0.946021,0.499997,-0.339712,-0.939353,0.498894,-0.32413,-0.946013,0.5
39.7,-2.11999,-6.8888,25.975,-0.416923,-0.908939,0.499997,-0.431949,-0.90077,0.498983,-0.416954,-0.908927,0.5
39.8,-2.80887,-6.6768,26.2347,-0.505583,-0.862775,0.499997,-0.519866,-0.853179,0.499088,-0.505613,-0.862761,0.5
39.9,-3.47655,-6.39592,26.4971,-0.589191,-0.807991,0.499997,-0.602584,-0.797057,0.499204,-0.589219,-0.807973,0.5
40,-4.11615,-6.04826,26.7621,-0.666911,-0.745133,0.499997,-0.679277,-0.732964,0.499327,-0.666938,-0.745113,0.5
40.1,-4.72097,-5.63665,27.0297,-0.737969,-0.674831,0.499997,-0.749177,-0.661541,0.499452,-0.737993,-0.674808,0.5
40.2,-5.28464,-5.16455,27.3,-0.801653,-0.597785,0.499997,-0.811585,-0.583503,0.499573,-0.801675,-0.59776,0.5
40.3,-5.80109,-4.63609,27.573,-0.857327,-0.514767,0.499997,-0.865878,-0.49963,0.499687,-0.857346,-0.51474,0.5
40.4,-6.2647,-4.05598,27.8487,-0.904435,-0.426606,0.499997,-0.911511,-0.41076,0.499789,-0.904451,-0.426577,0.5
40.5,-6.6703,-3.42951,28.1272,-0.942506,-0.334182,0.499997,-0.94803,-0.317783,0.499873,-0.942519,-0.334151,0.5
40.6,-7.01325,-2.76248,28.4085,-0.97116,-0.238419,0.499997,-0.975068,-0.221628,0.499938,-0.97117,-0.238387,0.5
40.7,-7.2895,-2.06115,28.6925,-0.99011,-0.140274,0.499997,-0.992356,-0.123257,0.499981,-0.990117,-0.140241,0.5
40.8,-7.49561,-1.3322,28.9795,-0.999167,-0.040727,0.499997,-0.99972,-0.0236535,0.499999,-0.999172,-0.0406933,0.5
40.9,-7.62883,-0.582641,29.2693,-0.998242,0.0592267,0.499997,-0.997086,0.0761868,0.499993,-0.998243,0.0592608,0.5
41,-7.6871,0.180242,29.562,-0.987342,0.158589,0.499997,-0.984482,0.175265,0.499962,-0.987339,0.158623,0.5
41.1,-7.66907,0.948951,29.8576,-0.966577,0.256366,0.499997,-0.962033,0.272591,0.499907,-0.966571,0.2564,0.5
41.2,-7.57418,1.71586,30.1562,-0.936154,0.351582,0.499997,-0.929964,0.367191,0.499831,-0.936145,0.351615,0.5
